CONCEPT NAME	DESCRIPTION	# ARGUMENTS	INCLUDES 	FOUND	CPP20 STD	IS CONCEPT	SPECIALIZATIONS	PASSING TYPES
contiguous_range	specifies a range whose iterator type satisfies contiguous_iterator	1	ranges	TRUE	TRUE	TRUE		class std::basic_string_view<char>;class std::vector<int>;class std::basic_string<char>;class std::span<int, 18446744073709551615>;class std::initializer_list<int>;class std::array<int, 8>
common_range	specifies that a range has identical iterator and sentinel types	1	ranges	TRUE	TRUE	TRUE		class std::basic_string<char>;class std::array<int, 8>;class std::vector<int>;class std::deque<int>;class std::list<int>;class std::forward_list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unordered_multiset<int>;class std::unordered_map<int, int>;class std::unordered_multimap<int, int>;class std::initializer_list<int>
viewable_range	specifies the requirements for a range to be safely convertible to a view	1	ranges	TRUE	TRUE	TRUE		class std::basic_string<char>;class std::array<int, 8>;class std::vector<int>;class std::deque<int>;class std::list<int>;class std::forward_list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unordered_multiset<int>;class std::unordered_map<int, int>;class std::unordered_multimap<int, int>
is_void_v	checks if a type is void	1	type_traits	TRUE	TRUE	FALSE		
is_null_pointer_v	checks if a type is std::nullptr_t	1	type_traits	TRUE	TRUE	FALSE		std::nullptr_t
is_integral_v	checks if a type is an integral type	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;char;short;int;long long;unsigned char;unsigned short;unsigned int
is_floating_point_v	checks if a type is a floating-point type	1	type_traits	TRUE	TRUE	FALSE		float;double
is_array_v	checks if a type is an array type	1	type_traits	TRUE	TRUE	FALSE		
is_enum_v	checks if a type is an enumeration type	1	type_traits	TRUE	TRUE	FALSE		
is_union_v	checks if a type is an union type	1	type_traits	TRUE	TRUE	FALSE		
is_class_v	checks if a type is a non-union class type	1	type_traits	TRUE	TRUE	FALSE		class std::basic_string<char>;class std::array<int, 8>;class std::vector<int>;class std::optional<int>;class std::shared_ptr<int>;class std::deque<int>;class std::list<int>;class std::forward_list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::ostream_iterator<int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unique_ptr<int>;class std::unordered_multiset<int>;class std::unordered_map<int, int>;class std::unordered_multimap<int, int>;class std::any;class std::bitset<4>;class std::variant<int, float>;class std::chrono::duration<int>;class std::function<void (int)>;class std::initializer_list<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;class std::istream_iterator<int>
is_function_v	checks if a type is a function type	1	type_traits	TRUE	TRUE	FALSE		
is_pointer_v	checks if a type is a pointer type	1	type_traits	TRUE	TRUE	FALSE		float *;char *;unsigned char *;int *;double *;long long *;unsigned int *;unsigned long long *
is_lvalue_reference_v	checks if a type is a lvalue reference	1	type_traits	TRUE	TRUE	FALSE		
is_rvalue_reference_v	checks if a type is a rvalue reference	1	type_traits	TRUE	TRUE	FALSE		
is_member_object_pointer_v	checks if a type is a pointer to a non-static member object	1	type_traits	TRUE	TRUE	FALSE		
is_member_function_pointer_v	checks if a type is a pointer to a non-static member function	1	type_traits	TRUE	TRUE	FALSE		
is_fundamental_v	checks if a type is a fundamental type	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;char;short;int;float;double;long long;unsigned char;unsigned short;unsigned int;std::nullptr_t
is_arithmetic_v	checks if a type is an arithmetic type	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;char;short;int;float;double;long long;unsigned char;unsigned short;unsigned int
is_scalar_v	checks if a type is a scalar type	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;long long *;char;char *;short;int;int *;float;float *;double;double *;long long;unsigned char;unsigned char *;unsigned short;unsigned int;unsigned int *;unsigned long long *;std::nullptr_t
is_object_v	checks if a type is an object type	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;class std::unordered_map<int, int>;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::any;std::nullptr_t;class std::vector<int>;class std::optional<int>;class std::shared_ptr<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::ostream_iterator<int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unique_ptr<int>;class std::unordered_multiset<int>;class std::unordered_multimap<int, int>;class std::function<void (int)>;class std::initializer_list<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::istream_iterator<int>
is_compound_v	checks if a type is a compound type	1	type_traits	TRUE	TRUE	FALSE		class std::unordered_map<int, int>;char *;int *;float *;double *;class std::forward_list<int>;long long *;unsigned char *;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::basic_string<char>;class std::vector<int>;class std::optional<int>;class std::shared_ptr<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::ostream_iterator<int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unique_ptr<int>;class std::unordered_multiset<int>;class std::unordered_multimap<int, int>;class std::any;class std::bitset<4>;class std::variant<int, float>;class std::chrono::duration<int>;class std::function<void (int)>;class std::initializer_list<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;class std::istream_iterator<int>
is_reference_v	checks if a type is either a lvalue reference or rvalue reference	1	type_traits	TRUE	TRUE	FALSE		
is_member_pointer_v	checks if a type is a pointer to an non-static member function or object	1	type_traits	TRUE	TRUE	FALSE		
is_const_v	checks if a type is const-qualified	1	type_traits	TRUE	TRUE	FALSE		
is_volatile_v	checks if a type is volatile-qualified	1	type_traits	TRUE	TRUE	FALSE		
is_trivial_v	checks if a type is trivial	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;long long *;char;char *;short;int;int *;float;float *;double;double *;long long;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;std::nullptr_t
is_trivially_copyable_v	checks if a type is trivially copyable	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;long long *;char;char *;short;int;int *;float;float *;double;double *;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;std::nullptr_t;class std::initializer_list<int>;class std::optional<int>;class std::basic_string_view<char>;class std::span<int, 18446744073709551615>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::ostream_iterator<int>;class std::istream_iterator<int>
is_standard_layout_v	checks if a type is a standard-layout type	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;class std::unordered_map<int, int>;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;long long;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::any;std::nullptr_t;class std::vector<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::ostream_iterator<int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unique_ptr<int>;class std::unordered_multiset<int>;class std::unordered_multimap<int, int>;class std::optional<int>;class std::shared_ptr<int>;class std::function<void (int)>;class std::initializer_list<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::istream_iterator<int>
has_unique_object_representations_v	checks if every bit in the type's object representation contributes to its value	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;long long *;char;char *;short;int;int *;float *;double *;long long;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::initializer_list<int>;class std::basic_string_view<char>;class std::span<int, 18446744073709551615>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::ostream_iterator<int>
is_empty_v	checks if a type is a class (but not union) type and has no non-static data members	1	type_traits	TRUE	TRUE	FALSE		
is_polymorphic_v	checks if a type is a polymorphic class type	1	type_traits	TRUE	TRUE	FALSE		
is_abstract_v	checks if a type is an abstract class type	1	type_traits	TRUE	TRUE	FALSE		
is_final_v	checks if a type is a final class type	1	type_traits	TRUE	TRUE	FALSE		
is_aggregate_v	checks if a type is an aggregate type	1	type_traits	TRUE	TRUE	FALSE		class std::array<int, 8>
is_signed_v	checks if a type is a signed arithmetic type	1	type_traits	TRUE	TRUE	FALSE		float;short;char;int;double;long long
is_unsigned_v	checks if a type is an unsigned arithmetic type	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;unsigned char;unsigned short;unsigned int
is_bounded_array_v	checks if a type is an array type of known bound	1	type_traits	TRUE	TRUE	FALSE		
is_unbounded_array_v	checks if a type is an array type of unknown bound	1	type_traits	TRUE	TRUE	FALSE		
is_constructible_v	checks if a type has a constructor for specific arguments	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;class std::unordered_map<int, int>;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::any;std::nullptr_t;class std::vector<int>;class std::optional<int>;class std::shared_ptr<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unique_ptr<int>;class std::unordered_multiset<int>;class std::unordered_multimap<int, int>;class std::function<void (int)>;class std::initializer_list<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::istream_iterator<int>
is_trivially_constructible_v	checks if a type has a constructor for specific arguments	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;long long *;char;char *;short;int;int *;float;float *;double;double *;long long;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;std::nullptr_t
is_nothrow_constructible_v	checks if a type has a constructor for specific arguments	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::any;std::nullptr_t;class std::vector<int>;class std::unique_ptr<int>;class std::optional<int>;class std::shared_ptr<int>;class std::function<void (int)>;class std::initializer_list<int>;class std::basic_string_view<char>;class std::span<int, 18446744073709551615>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::istream_iterator<int>
is_default_constructible_v	checks if a type has a default constructor	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;class std::unordered_map<int, int>;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::any;std::nullptr_t;class std::vector<int>;class std::optional<int>;class std::shared_ptr<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unique_ptr<int>;class std::unordered_multiset<int>;class std::unordered_multimap<int, int>;class std::function<void (int)>;class std::initializer_list<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::istream_iterator<int>
is_trivially_default_constructible_v	checks if a type has a default constructor	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;long long *;char;char *;short;int;int *;float;float *;double;double *;long long;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;std::nullptr_t
is_nothrow_default_constructible_v	checks if a type has a default constructor	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::any;std::nullptr_t;class std::vector<int>;class std::unique_ptr<int>;class std::optional<int>;class std::shared_ptr<int>;class std::function<void (int)>;class std::initializer_list<int>;class std::basic_string_view<char>;class std::span<int, 18446744073709551615>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::istream_iterator<int>
is_copy_constructible_v	checks if a type has a copy constructor	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;class std::unordered_map<int, int>;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::any;std::nullptr_t;class std::vector<int>;class std::optional<int>;class std::shared_ptr<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::ostream_iterator<int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unordered_multiset<int>;class std::unordered_multimap<int, int>;class std::function<void (int)>;class std::initializer_list<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::istream_iterator<int>
is_trivially_copy_constructible_v	checks if a type has a copy constructor	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;long long *;char;char *;short;int;int *;float;float *;double;double *;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;std::nullptr_t;class std::initializer_list<int>;class std::optional<int>;class std::basic_string_view<char>;class std::span<int, 18446744073709551615>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::ostream_iterator<int>;class std::istream_iterator<int>
is_nothrow_copy_constructible_v	checks if a type has a copy constructor	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;long long *;char;char *;short;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;std::nullptr_t;class std::optional<int>;class std::shared_ptr<int>;class std::initializer_list<int>;class std::basic_string_view<char>;class std::span<int, 18446744073709551615>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::ostream_iterator<int>;class std::istream_iterator<int>
is_move_constructible_v	checks if a type can be constructed from an rvalue reference	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;class std::unordered_map<int, int>;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::any;std::nullptr_t;class std::vector<int>;class std::optional<int>;class std::shared_ptr<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::ostream_iterator<int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unique_ptr<int>;class std::unordered_multiset<int>;class std::unordered_multimap<int, int>;class std::function<void (int)>;class std::initializer_list<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::istream_iterator<int>
is_trivially_move_constructible_v	checks if a type can be constructed from an rvalue reference	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;long long *;char;char *;short;int;int *;float;float *;double;double *;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;std::nullptr_t;class std::initializer_list<int>;class std::optional<int>;class std::basic_string_view<char>;class std::span<int, 18446744073709551615>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::ostream_iterator<int>;class std::istream_iterator<int>
is_nothrow_move_constructible_v	checks if a type can be constructed from an rvalue reference	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::any;std::nullptr_t;class std::vector<int>;class std::unique_ptr<int>;class std::optional<int>;class std::shared_ptr<int>;class std::function<void (int)>;class std::initializer_list<int>;class std::basic_string_view<char>;class std::span<int, 18446744073709551615>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::ostream_iterator<int>;class std::istream_iterator<int>
is_assignable_v	checks if a type has a assignment operator for a specific argument	2	type_traits	TRUE	TRUE	FALSE		
is_trivially_assignable_v	checks if a type has a assignment operator for a specific argument	2	type_traits	TRUE	TRUE	FALSE		
is_nothrow_assignable_v	checks if a type has a assignment operator for a specific argument	2	type_traits	TRUE	TRUE	FALSE		
is_copy_assignable_v	checks if a type has a copy assignment operator	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;class std::unordered_map<int, int>;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::any;std::nullptr_t;class std::vector<int>;class std::optional<int>;class std::shared_ptr<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::ostream_iterator<int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unordered_multiset<int>;class std::unordered_multimap<int, int>;class std::function<void (int)>;class std::initializer_list<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::istream_iterator<int>
is_trivially_copy_assignable_v	checks if a type has a copy assignment operator	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;long long *;char;char *;short;int;int *;float;float *;double;double *;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;std::nullptr_t;class std::initializer_list<int>;class std::optional<int>;class std::basic_string_view<char>;class std::span<int, 18446744073709551615>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::ostream_iterator<int>;class std::istream_iterator<int>
is_nothrow_copy_assignable_v	checks if a type has a copy assignment operator	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;long long *;char;char *;short;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;std::nullptr_t;class std::optional<int>;class std::shared_ptr<int>;class std::initializer_list<int>;class std::basic_string_view<char>;class std::span<int, 18446744073709551615>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::ostream_iterator<int>;class std::istream_iterator<int>
is_move_assignable_v	checks if a type has a move assignment operator	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;class std::unordered_map<int, int>;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::any;std::nullptr_t;class std::vector<int>;class std::optional<int>;class std::shared_ptr<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::ostream_iterator<int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unique_ptr<int>;class std::unordered_multiset<int>;class std::unordered_multimap<int, int>;class std::function<void (int)>;class std::initializer_list<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::istream_iterator<int>
is_trivially_move_assignable_v	checks if a type has a move assignment operator	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;long long *;char;char *;short;int;int *;float;float *;double;double *;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;std::nullptr_t;class std::initializer_list<int>;class std::optional<int>;class std::basic_string_view<char>;class std::span<int, 18446744073709551615>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::ostream_iterator<int>;class std::istream_iterator<int>
is_nothrow_move_assignable_v	checks if a type has a move assignment operator	1	type_traits	TRUE	TRUE	FALSE		unsigned long long;_Bool;class std::forward_list<int>;long long *;char;class std::unordered_map<int, int>;char *;short;class std::basic_string<char>;int;int *;float;float *;double;double *;class std::_Deque_iterator<class std::_Deque_val<struct std::_Deque_simple_types<int> > >;long long;class std::variant<int, float>;class std::chrono::duration<int>;unsigned char;unsigned char *;unsigned short;class std::bitset<4>;unsigned int;unsigned int *;class std::array<int, 8>;unsigned long long *;class std::any;std::nullptr_t;class std::vector<int>;class std::optional<int>;class std::shared_ptr<int>;class std::deque<int>;class std::list<int>;class std::set<int>;class std::basic_string_view<char>;class std::multiset<int>;class std::span<int, 18446744073709551615>;class std::map<int, int>;class std::ostream_iterator<int>;class std::multimap<int, int>;class std::unordered_set<int>;class std::unique_ptr<int>;class std::unordered_multiset<int>;class std::unordered_multimap<int, int>;class std::function<void (int)>;class std::initializer_list<int>;class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<int> > >;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<int> > >;class std::_Flist_iterator<class std::_Flist_val<struct std::_Flist_simple_types<int> > >;class std::istream_iterator<int>
